Poetic Opening,Poem,Author,Lines,Count of Metaphor,Metaphorical Name,meaning,year,extra1,meaning1
அதிகாலை ஒலிகள் ஐந்துமணிப் பறவைகள்,இது போதும் எனக்கு,வைரமுத்து,வசதிக்கு ஊஞ்சல் வாசிக்கக் காவியம் பக்க அடையாளம் வைக்க உன் கூந்தல் உதிர்க்கும் ஓரிரு பூ,1,கூந்தல் உதிர்க்கும் ஓரிரு பூ,கூந்தலை ஒரு பூத்த தோட்டத்திற்கு ஒப்பித்து விழும் கூந்தலில் இருந்து விழும் பூக்களை கூறுகின்றார்.,2011
அதிகாலை ஒலிகள் ஐந்துமணிப் பறவைகள்,இது போதும் எனக்கு,வைரமுத்து,மூங்கில் தோட்டம் மூலிகை வாசம் பிரம்பு நாற்காலி பிரபஞ்ச ஞானம் நிறைந்த மௌனம்,1,பிரபஞ்ச ஞானம்,பரந்த அறிவு,2011
முச்சங்கங் கூட்டி முதுபுலவர் தமைக்கூட்டி,கவியரங்கில் கவியரசு,வைரமுத்து,மலையளவு நெஞ்சுறுதி …..வானளவு சொற்பெருக்கு கடலளவு கற்பனைகள் …..கனிந்துருகும் கவிக்கனிகள்,2,கவிக்கனி,"தமிழ் கவிஞர்களின் இயல்பையும், அவர்களின் படைப்புகளின் அழகையும் குறிக்கிறது.",2011,கடலளவு கற்பனைகள்,அதிக கற்பனைகள்
முச்சங்கங் கூட்டி முதுபுலவர் தமைக்கூட்டி,கவியரங்கில் கவியரசு,வைரமுத்து,இரவை பகலாக்கி இன்பத்தைக் கூட்டுகின்றேன்! அரசியலைப் பேசி ஆத்மச் சிறகுகளை உரசிக் கொதிக்கவைத்த உற்பாதம் தீர்ந்துவிட்டேன்,1,ஆத்மச் சிறகுகள்,மனிதனின் ஆன்மாவின் திறனைக் குறிக்கிறது,2011
திடீரென்று மேகங்கள் கூடிப் புதைத்தன வானை,சிறுமியும் தேவதையும்.,வைரமுத்து,ஒரே திசையில் வீசலாயிற்று உலகக் காற்று,1,உலகக் காற்று,காற்று பாரிய அளவில் வீசுகின்றத் என்பதை குறிக்கிறது,2011
கம்மாக் கரையோரம்  களையெடுக்கும் வேளையில,மெளனத்தில் புதைந்த கவிதைகள்.,வைரமுத்து,வெல்லப் பார்வைஒண்ணு வீசிவிட்டீர் முன்னாடி தாங்காத மனசுஇப்பத் தண்ணிபட்ட கண்ணாடி,1,வெல்லப் பார்வை ,பார்வையின் வலிமை மற்றும் ஆதிக்கத்தைக் குறிக்கிறது.,2011
 தண்ணீரில் எறிந்த தவளைக்கல்லாய் விட்டுவிட்டுச் சிரிக்கும் வினோதச் சிரிப்பு,,வைரமுத்து,வாழ்வின்மீது இயற்கை தெளித்த வாசனைத் தைலம் சிரிப்பு,1,வாழ்வின்மீது இயற்கை தெளித்த வாசனைத் தைலம் சிரிப்பு,சிரிப்பை நறுமணமான இயற்கையின் ஒரு அம்சமாகக் காட்டுகிறது. வாழ்க்கையை மகிழ்ச்சியாகவும் புத்துணர்ச்சியாகவும் ஆக்குகிறது.,2011
வாழ்க்கை பூட்டியே கிடக்கிறது,சிரிப்பு,வைரமுத்து, தண்ணீரில் எறிந்த தவளைக்கல்லாய் விட்டுவிட்டுச் சிரிக்கும் வினோதச் சிரிப்பு,1, தண்ணீரில் எறிந்த தவளைக்கல்லாய் விட்டுவிட்டுச் சிரிக்கும் வினோதச் சிரிப்பு,திடீரென்று தோன்றும் எந்த காரணமும் இல்லாமல் தோன்றும் சிரிப்பைப் பற்றியது.,2011
வாழ்க்கை பூட்டியே கிடக்கிறது,சிரிப்பு,வைரமுத்து,தலையில் விழுந்த தாமிரச் சொம்பாய்ச் சென்றடித் தேய்ந்தழியும் சிரிப்பு,1,தலையில் விழுந்த தாமிரச் சொம்பாய்ச் சென்றடித் தேய்ந்தழியும் சிரிப்பு,நிலையற்ற சிரிப்பைக் குறிக்கிறது.,2011
வாழ்க்கை பூட்டியே கிடக்கிறது,சிரிப்பு,வைரமுத்து,எந்த உதடும் பேசத் தெரிந்த சர்வதேச மொழி சிரிப்பு,1,எந்த உதடும் பேசத் தெரிந்த சர்வதேச மொழி சிரிப்பு, பொதுவான ஒரு வெளிப்பாட்டைக் குறிக்கிறது. சிரிப்பை ஒரு மொழியாகக் காட்டுகிறார். ,2011
ஆடி முடிஞ்சிருச்சு ஆவணியும் கழிஞ்சிருச்சு,விதைச்சோளம்,வைரமுத்து,பொட்டு மழை பெய்யலையே புழுதி அடங்கலையே உச்சி நனையலையே உள்காடு உழுகலையே,1,பொட்டு மழை,மழை பெய்யாததைக் குறிக்கிறது.,2011
ஏ கடலே உன் கரையில் இதுவரையில்,சுனா‌மி,வைரமுத்து,ஏ கடலே நீ முத்துக்களின் பள்ளத்தாக்கா முதுமக்கள் தாழியா,1,முத்துக்களின் பள்ளத்தாக்கா,முத்துகள் நிறம்பி இருப்பதை குறிக்கின்றது,2011
ஏ கடலே உன் கரையில் இதுவரையில்,சுனா‌மி,வைரமுத்து,உன் அலை எத்தனை விதவைகளின் வெள்ளைச் சேலை,1,அலை விதவைகளின் வெள்ளைச் சேலை,விதவைகளின் துயரம் மற்றும் கண்ணீரை குறிக்கிறது,2011
என் பாதங்களுக்குக் கீழே பூக்கள் இல்லை,கோடுகளும் சித்திரங்களே,வைரமுத்து,நுரையீரல்களை கார்பன் தாள்களாய்க் கறுக்க வைக்கும் கந்தகக்காற்று,1,கந்தகக்காற்று,உடலுக்கு தீங்கான வளியை குறிக்கின்றது.,2011
என் பாதங்களுக்குக் கீழே பூக்கள் இல்லை,கோடுகளும் சித்திரங்களே,வைரமுத்து,நசுங்கிய நம்பிக்கைகளுக்கு என் பேனாவிலிருந்தொரு ரத்ததானம்,1,பேனாவிலிருந்தொரு ரத்ததானம்,கவிதை எழுதுதலை குறிக்கின்றது,2011
என் பாதங்களுக்குக் கீழே பூக்கள் இல்லை,கோடுகளும் சித்திரங்களே,வைரமுத்து,நான் வரைய நினைத்தது சித்திரம்தான். வந்திருப்பவை கோடுகளே,1,நான் வரைய நினைத்தது சித்திரம்தான். வந்திருப்பவை கோடுகளே,நம்முடைய எண்ணங்கள் மற்றும் கனவுகள் எப்போதும் நம்முடைய கட்டுப்பாட்டில் இருக்காது என்பதைக் குறிக்கிறது.,2011
என் பாதங்களுக்குக் கீழே பூக்கள் இல்லை,கோடுகளும் சித்திரங்களே,வைரமுத்து,ஆனால் - கோடுகளும் சித்திரங்களே!,1,நான் வரைய நினைத்தது சித்திரம்தான். வந்திருப்பவை கோடுகளே,எளிய விஷயங்களிலும்கூட அழகு மற்றும் கலை இருப்பதைக் குறிக்கிறது.,2011
அது ஒரு காலம் கண்ணே கார்க்காலம்,மழைக்காலப் பூக்கள்,வைரமுத்து,அந்த மரம் தான் எழுதிவைத்திருந்த பூக்கள் என்னும் வரவேற்புக்கவிதையின் சில எழுத்துக்களை நம்மீது வாசித்தது,1,எழுத்துக்களை நம்மீது வாசித்தது,பூ உதிர்தலை குறிக்கின்றது,2011
அது ஒரு காலம் கண்ணே கார்க்காலம்,மழைக்காலப் பூக்கள்,வைரமுத்து,இலைகள் தண்ணீர்க்காசுகளைச் சேமித்து வைத்து நமக்காகச் செலவழித்தன,1,தண்ணீர்க்காசுகளைச்  நமக்காகச் செலவழித்தன,இலைகளில் இருந்து நீர் விழுவதை குறிக்கின்றது,2011
அது ஒரு காலம் கண்ணே கார்க்காலம்,மழைக்காலப் பூக்கள்,வைரமுத்து,சில நீர்த்திவலைகள் உன் நேர்வகிடு என்னும் ஒற்றையடிப்பாதையில் ஓடிக்கொண்டிருந்தன,1,நீர்த்திவலைகள் நேர்வகிடு ஓடிக்கொண்டிருந்தன,நீர்த்துளியானது நெற்றியிலிருந்து வழிவதை குறிக்கின்றத்,2011
அது ஒரு காலம் கண்ணே கார்க்காலம்,மழைக்காலப் பூக்கள்,வைரமுத்து,வார்த்தைகள் ஊலீவலம் வரும் பாதையெங்கும் மௌனம் பசை தடவி விட்டிருந்தது,1,மௌனம் பசை தடவி விட்டிருந்தது,பேச்சு வரவில்லை என்பதை குறிக்கின்றது,2011
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,1,நீர்மேல் ஆடுந் தண்ணீர் மலைகளே,"அலைகளின் அழகையும், துடிப்பையும் வெளிப்படுத்துகிறது.",2011
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,காற்றெனுங் கயவன் கடலாம் கன்னியின் மேற்புறம் உரியும் மெல்லிய துகில்களே!,2,காற்றெனுங் கயவன்,"காற்றின் சக்தியையும், அழுத்தத்தையும் வெளிப்படுத்துகிறது.",2011,கடலாம் கன்னியின்,கடலை கற்புள்ள கன்னியாக பாவிக்கின்றார்
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,விம்தித் தாழ்ந்த வெண்மார் புகளே! ,1,விம்தித் தாழ்ந்த வெண்மார் புகளே,"மீன்களின் அழகையும், மென்மையையும் வெளிப்படுத்துகிறது.",2011
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,தம்பலம் காட்டும் தண்ணீர் வெடிகளே!,1,தண்ணீர் வெடிகளே!,"அலைகளின் அழகையும், துடிப்பையும் வெளிப்படுத்துகிறது.",2011
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,கடல்நீர் விழாவில் கரக ஆட்டம் நடத்தித் தோற்கும் நாடகக் கும்பலே!,1,கடல்நீர் விழா,ஆர்பரித்து கொண்டு இருக்கும் கடலை குறிக்கின்றது,2011
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,கருப்புக் கடலுக் காசநோ யாலே இருமித் துப்பும் எச்சில் மலைகளே!,1,இருமித் துப்பும் எச்சில் மலைகளே!,கடலில் இருந்து வரும் அலைகளை மலையளவிலுள்ள கடலின் எச்சிலாக கூறுகின்றனர்,2011
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,கரையில் கலையும் கடலின் கனவுகள்,1,கரையில் கலையும் கடலின் கனவுகள்,கடலின் அலைகள் எப்போதும் உருவாகி அழிந்து கொண்டே இருப்பதைக் குறிக்கிறது.,2011
அலைகளே! நீர்மேல் ஆடுந் தண்ணீர் மலைகளே! கடலின் மந்திரக் கைகளே!,அலைகள்,வைரமுத்து,கரைக்கன்னத்தில் கடல்முத்தங்கள்,2,கடல்முத்தங்கள்,அலை கரையில் வருவதை குறிக்கின்றது,2011,கரைக்கன்னத்தில்,
முகிற்குடையின் கீழுறங்கும் சோலை - புல்லில்,கோடைக் குளிர்நகர்,வைரமுத்து,முகிற்குடையின் கீழுறங்கும் சோலை புல்லில் முத்தமிடும் பனிமுத்து மாலை,2,முகிற்குடையின் கீழுறங்கும் சோலை,சோலையில் பனி உறைந்திருப்பதைக் குறிக்கிறது.,2011
முகிற்குடையின் கீழுறங்கும் சோலை - புல்லில்,கோடைக் குளிர்நகர்,வைரமுத்து,பனித் துகில்விலக்கிப் பூவழகைச் சுவையாகச் சொல்லத்தான் சுகமாக விடியுமதி காலை,1,பனித் துகில்விலக்கிப் பூவழகைச் சுவையாகச் சொல்லத்தான்," பனி உறைந்த சோலையில் பூக்கள் பூத்து, வாசனை வீசுவதைக் குறிக்கிறது.",2011
முகிற்குடையின் கீழுறங்கும் சோலை - புல்லில்,கோடைக் குளிர்நகர்,வைரமுத்து,பொற்சுவட்டுப் பூப்பூமி மீது - மெல்லப் பூத்த பனி திரைபோடும் போது,1,பொற்சுவட்டுப் பூப்பூ,பூக்கள் பூத்த பூமியின் அழகைக் குறிக்கிறது.,2011
முகிற்குடையின் கீழுறங்கும் சோலை - புல்லில்,கோடைக் குளிர்நகர்,வைரமுத்து,மீனேறி நிலம்பார்க்கும் ஏரி - சுற்றி மின்வெளியாய் நின்றமலர்ச் சேரி,1,மின்வெளியாய் நின்ற மலர்ச் சேரி ,"மலர்ச் சேரியின் அழகையும், ஒளியையும் வெளிப்படுத்துகிறது.",2011
மேடையிலொருவன் பொய்குரைப்பான் தாவி மேடையேறித் தலையிற்குட்ட முடியவில்லை,சுதந்திரம்,வைரமுத்து,சூரிய நிலாக்களாய்க் கண்ணுக்கழகிய பெண்கள் கடந்தேகும் போதெல்லாம்,1,சூரிய நிலாக்களாய்க் கண்ணுக்கழகிய பெண்கள்,பெண்களின் அழகை சூரியன் மற்றும் சந்திரன்அளவுக்கு அழகானவர்கள் என்று கவிஞர் கூறுகிறார்.,2011
மேடையிலொருவன் பொய்குரைப்பான் தாவி மேடையேறித் தலையிற்குட்ட முடியவில்லை,சுதந்திரம்,வைரமுத்து,தண்ணீரே எண்ணெயாய்த் தாமரைகள் விளக்கெரிக்கும் குளம்கண்டால் ஓருடையும் களையாமல் ஓடிக்குதித்து நீர் குடைந்தாட நேரமில்லை,1,தண்ணீரே எண்ணெயாய்த் தாமரைகள் விளக்கெரிக்கும் குளம்,"இந்த குளத்தில், தாமரைகள் பூத்து, தண்ணீர் எண்ணெயைப் போல பிரகாசிக்கிறது.",2011
ஆத்தோரம் பூத்த மரம் ஆனைகட்டும் புங்கமரம்,தோழிமார் கதை,வைரமுத்து,ஆடு கனவுகண்டா அருவா அறியாது புழுவெல்லாம் கனவுகண்டா கொழுவுக்குப் புரியாது எப்படியோ பிரிவானோம் இடிவிழுந்த ஓடானோம்,2,ஆடு கனவு கண்டால் அருவா அறியாது,வேறுபட்ட நிலைகளைக் கொண்டவர்களின் கனவுகளைப் புரிந்துகொள்வது கடினம் என்பதைக் குறிக்கிறது.,2011,புழுவெல்லாம் கனவு கண்டால் கொழுவுக்குப் புரியாது,ஒருவரின் கனவுகள் மற்றவர்களுக்குத் தெரியாமல் போகலாம் என்பதைக் குறிக்கிறது.
ஆத்தோரம் பூத்த மரம் ஆனைகட்டும் புங்கமரம்,தோழிமார் கதை,வைரமுத்து,நாளும்கடந்திருச்சு நரைகூடவிழுந்திருச்சு வயித்துல வளந்தகொடி வயசுக்கு வந்திருச்சு,2,நரைகூட விழுந்திருச்சு,"காலம் கடந்து செல்வதை குறிக்கிறது. நரை முடி என்பது வயதானதன் ஒரு அறிகுறி. கவிஞர் வயதாகிவிட்டதையும், காலம் கடந்துவிட்டதையும் குறிக்கிறது.",2011,வயித்துல வளந்த கொடி வயசுக்கு வந்திருச்சு,குழந்தைகள் வளர்ந்துவிட்டதை குறிக்கிறது.
மலர்களே மலர்களே மலரவேண்டாம்,மலர்களே மலர்களே மலரவேண்டாம்,தாமரை,டைகள் சுமைதானே அதை முழுதும் நீக்கிவிட்டு குளிப்பேன் யாவரேனும் பார்ப்பார்கள் என்ற கவலையேதுமின்றி களிப்பேன் குழந்தையென மீண்டுமாறும் ஆசை எல்லோர்க்கும் இருக்கிறதே,1,குழந்தையென மீண்டுமாறும் ஆசை,குழந்தைகள் தங்கள் உணர்ச்சிகளை வெளிப்படுத்தத் தயங்குவதில்லை. அவர்கள் தங்களைப் பற்றி கவலைப்படுவதில்லை.,2012
மலர்களே மலர்களே மலரவேண்டாம்,மலர்களே மலர்களே மலரவேண்டாம்,தாமரை,ஆகாயம் என்னைப்பார்க்க மணல் வெளியில் நாள்முழுதும் கிடப்பேன் புதியபல பறவைக்கூட்டம் வானில் பறந்து போகிறதே சிறகு சில உதிர்த்து நீயுமாவாய் என்றே தான் அழைக்கிறதே,1,சிறகு சில உதிர்த்து நீயுமாவாய்,புதிய வாழ்க்கையைத் தொடங்க தயாராக இருக்கிறார் என்பதைக் காட்டுகின்றன.,2012
மல்லிகைப் பூவே மல்லிகைப் பூவே பார்த்தாயா,மல்லிகைப் பூவே,தாமரை,சின்ன சின்ன கைகளிலே வண்ணம் சிந்தும் ரோஜாப்பூ சிரித்து பேசி விளையாடும் நெஞ்சம் இங்கு மத்தாப்பூ,1,நெஞ்சம் இங்கு மத்தாப்பூ,"குழந்தைகளின் மகிழ்ச்சியையும், இயல்பையும் வெளிப்படுத்துகிறது.",2012
மல்லிகைப் பூவே மல்லிகைப் பூவே பார்த்தாயா,மல்லிகைப் பூவே,தாமரை,இன்னும் அந்தி வானில் பச்சைக்கிளி கூட்டம் என்ன சொல்லி பறக்கிறது? நம்மை கண்டு நானி இன்னும் கொஞ்ச தூரம் தள்ளி தள்ளி போகிறது,1,நம்மை கண்டு நானி இன்னும் கொஞ்ச தூரம் தள்ளி தள்ளி போகிறது,பறக்கும் பறவைகள் கவிஞரை கண்டு வெக்கப்பட்டு விலகி செலவ்தாக பாடுகின்றார்,2012
மல்லிகைப் பூவே மல்லிகைப் பூவே பார்த்தாயா,மல்லிகைப் பூவே,தாமரை,பட்டு தென்றல் காற்று இங்கே இங்கே பார்க்கிறது மொட்டு விடும் மலரை காஞ்சி பட்டு நூலில் கட்டி தர கேட்கிறது வேலிகள் கிடையாது எந்த வெள்ளமும் நெருங்காது நிலவே இது கொஞ்சும் கிளிகளின் இசைப்பாட்டு,2,மொட்டு விடும் மலர்,புதிய தொடக்கத்தின் சின்னம்,2012,"வேலிகள் இல்லாத பூமி,
வெள்ளம் நெருங்காத பூமி",பாதுகாப்பு மற்றும் அமைதியின் சின்னம்
ஏ மிலேச்ச நாடே! எத்தனை கொடுமைகள் செய்து விட்டாய் எங்கள் தமிழினத்திற்கு...,ஏ மிலேச்ச நாடே!,தாமரை,"குறள்நெறியில் வளர்ந்து அறநெறியில் வாழ்ந்தவள் அறம் பாடுகிறேன்! தாயே என்றழைத்த வாயால் பேயே என்றழைக்க வைத்து விட்டாய்! இனி நீ வேறு, நான் வேறு!",2,தாயே என்றழைத்த வாயால் பேயே என்றழைக்க வைத்து விட்டாய்!,கவிஞர் தனது தாயின் செயலால் மிகவும் வேதனைப்பட்டிருப்பதை வெளிப்படுத்துகிறது.,2012,குறள்நெறியில் வளர்ந்து அறநெறியில் வாழ்ந்தவள்,கவிஞர் தனது தாயின் மீது கொண்ட மரியாதையை வெளிப்படுத்துகிறது.
வானவில்லாய் ஆணும் வண்ணம் ஏழாய் பெண்ணும் இருந்தால் இன்னும்,வானவில்லாய் ஆணும்,தாமரை,வானவில்லாய் ஆணும் வண்ணம் ஏழாய் பெண்ணும் இருந்தால் வானின் அழகு கூடும் சுட்டு விரலாய் நீயும் கட்டை விரலாய் நானும் எழுதும் எதுவும் கவிதையாக மாறும்,2,வானவில்லாய் ஆணும் வண்ணம் ஏழாய் பெண்ணும் இருந்தால்,தலைவனும் தலைவியும் எப்பொதும் ஒன்றாக இருக்க வேண்டும் என்பதை குறிக்கின்றார்,2012,சுட்டு விரலாய் நீயும் கட்டை விரலாய் நானும்,தலைவன் தலைவி இரண்டு பேரும் ஒருவருக்கொருவர் ஆதரவளிக்க வேண்டும் என்பதைக் குறிக்கிறது.
ஆக்சிஜன் மேலிருந்த அன்பு குறைந்துபோய் இப்போதெல்லாம் ஹைட்ரஜனோடு ஐக்கியமாகி விட்டோம்,புத்தர் சிரித்தார்,தாமரை,ஆக்சிஜன் மேலிருந்த அன்பு குறைந்துபோய் இப்போதெல்லாம் ஹைட்ரஜனோடு ஐக்கியமாகி விட்டோம்,1,ஆக்சிஜன் மேலிருந்த அன்பு குறைந்துபோய் இப்போதெல்லாம் ஹைட்ரஜனோடு ஐக்கியமாகி விட்டோம்,நவீனத்துவத்தினால் மக்கள் இயற்கையை வெறுத்து செயற்கையை நாடி செல்கிறார்கள் என்பதை கவிஞர் அணுகுண்டுடன் ஒப்பிட்டு சொல்லி இருக்கின்றார்.,2012
வேட்டையாடும் பின்பனி இரவு அகல புலரும் காலையில் உன்னையே நினைந்து உருகிக் கிடந்தேன்.,பாலைப் பாட்டு, வ. ஐ. ச. ஜெயபாலன்,நாழை விழா மேடையில் இடியாய்ப் பறை அதிர  கொடி மின்னலாய் படருவாய் என் முகில் வண்ணத் தேவதை. உன் பறையின் சொற்படிக்கு பிரபஞ்சத் தட்டாமாலையாய் சிவ நடனம் தொடரும்.,1,கொடி மின்னலாய் படருவாய்,"வேகமாகவும், மின்னலின் ஒளியைப்போல பிரகாசமாகவும், ஒருவர் மேடையில் நுழையும் ஒரு காட்சியை உருவகப்படுத்துகிறது.",2014
வரதட்சிணை எல்லாம் கேட்டு உன்னைக் கொடுமைப்படுத்திவிட மாட்டேன். ஆனால் அதைவிடக் கொடுமையாய் இருக்கும் என் காதல்,கொடுமையாய் இருக்கும் என் காதல்,தபு ஷங்கர்,வரதட்சிணை எல்லாம் கேட்டு உன்னைக் கொடுமைப்படுத்திவிட மாட்டேன். ஆனால் அதைவிடக் கொடுமையாய் இருக்கும் என் காதல்,1,வரதட்சிணை எல்லாம் கேட்டு உன்னைக் கொடுமைப்படுத்திவிட மாட்டேன். ஆனால் அதைவிடக் கொடுமையாய் இருக்கும் என் காதல்,"ஆண் தனது காதல் உணர்வுகளை எவ்வளவு தீவிரமாக உணர்கிறார் என்பதை உணர முடிகிறது. அவனுடைய காதல், அவனைக் கட்டுப்படுத்துகிறது. அது அவனுக்கு வலியையும், துன்பத்தையும் கொடுக்கிறது.",2015
